basisOfRecord,class,date_end,date_start,date_year,decimalLatitude,decimalLongitude,depth,eventDate,family,genus,kingdom,locality,marine,maximumDepthInMeters,minimumDepthInMeters,modified,occurrenceStatus,order,phylum,scientificName,species,flags,bathymetry,shoredistance,sst,sss,brackish,subphylum
Occurrence,Teleostei,1119916800000.0,1119916800000.0,2005.0,44.3368,-61.4075,33.5,2005-06-28T05:53:00,Merlucciidae,Merluccius,Animalia,,True,67.0,0.0,2023-11-24 15:33:32,present,Gadiformes,Chordata,Merluccius bilinearis,Merluccius bilinearis,[],108.0,80494,9.4,30.41,False,Vertebrata
HumanObservation,Elasmobranchii,705715200000.0,705715200000.0,1992.0,-42.89,147.61,14.0,1992-05-13,Squalidae,Squalus,Animalia,Frederick Henry Bay,True,14.0,14.0,2017-07-26T15:20:16,present,Squaliformes,Chordata,Squalus acanthias,Squalus acanthias,[],4.0,2269,13.79,35.25,True,Vertebrata
MachineObservation,Mammalia,1545350400000.0,1545350400000.0,2018.0,51.58,2.99549,12.351699,2018-12-21T20:00:00+00:00/2018-12-21T21:00:00+00:00,Phocoenidae,Phocoena,Animalia,Reefballs-cpower,True,24.703398,0.0,2024-05-23 10:35:05,present,Cetartiodactyla,Chordata,Phocoena phocoena,Phocoena phocoena,[],22.6,27547,12.39,32.45,True,Vertebrata
MaterialSample,Flavobacteria,1466640000000.0,1466640000000.0,2016.0,-1.50055,-168.74968,2061.1,2016-06-23T02:28:01Z,Flavobacteriaceae,Maribacter,Bacteria,13713,True,2061.1,2061.1,2022-08-03T21:36:00Z,present,Flavobacteriales,Bacteroidetes,Maribacter,,[],5962.0,314618,27.83,35.38,,
MaterialSample,Alphaproteobacteria,1474156800000.0,1474156800000.0,2016.0,-29.16262,154.47655,250.0,2016-09-18T20:40:59Z,,,Bacteria,Process Stn - EAC,True,250.0,250.0,2022-06-28T01:36:19Z,present,,Proteobacteria,Alphaproteobacteria,,[],4478.0,91499,23.61,35.49,True,
MaterialSample,Flavobacteria,1458518400000.0,1458518400000.0,2016.0,-42.59667,148.23333,0.0,2016-03-21T23:11:00Z,Flavobacteriaceae,,Bacteria,Maria Island,True,0.0,0.0,2022-06-24T00:19:26Z,present,Flavobacteriales,Bacteroidetes,Flavobacteriaceae,,[],85.0,7753,14.65,35.3,,
Occurrence,Polychaeta,1619913600000.0,1619913600000.0,2021.0,57.226283,11.400067,0.075,2021-05-02T00:01:00,Spionidae,Polydora,Animalia,,True,0.15,0.0,2025-05-13 16:20:21,present,Spionida,Annelida,Polydora cornuta,Polydora cornuta,[],34.8,13965,10.37,24.6,False,
HumanObservation,Malacostraca,1167264000000.0,1167264000000.0,2006.0,43.49,-66.59,93.27,2006-12-28,Nephropidae,Homarus,Animalia,Scotian Shelf and Bay of Fundy,True,93.27,93.27,2014-02-21T18:00:000Z,,Decapoda,Arthropoda,Homarus americanus,Homarus americanus,[],94.0,39166,9.05,31.37,False,Crustacea
Occurrence,Ascidiacea,1213488000000.0,1213488000000.0,2008.0,39.84,4.09,64.8,2008-06-15,Ascidiidae,Ascidia,Animalia,,True,64.8,64.8,2020-08-28 10:11:30,present,Phlebobranchia,Chordata,Ascidia virginea,Ascidia virginea,[],74.0,4101,19.62,37.29,,Tunicata
HumanObservation,Magnoliopsida,851990400000.0,820454400000.0,1996.0,-11.3140532104497,131.372614211404,0.0,1996,Acanthaceae,Avicennia,Plantae,,True,0.0,0.0,2020-11-02T15:58:57,present,Lamiales,Tracheophyta,Avicennia,,['ON_LAND'],-5.0,-1976,28.39,34.2,True,Spermatophytina
Human observation,Teleostei,940032000000.0,940032000000.0,1999.0,44.55,-52.9,96.5,1999-10-16,Stichaeidae,Lumpenus,Animalia,NAFO area 3O,True,97.0,96.0,2013-03-23T18:00:000Z,,Perciformes,Chordata,Lumpenus lampretaeformis,Lumpenus lampretaeformis,[],91.0,231592,9.56,32.3,False,Vertebrata
Occurrence,Florideophyceae,835142400000.0,835142400000.0,1996.0,52.56045,-9.66682,6.80000019,1996-06-19T11:34:17,Bonnemaisoniaceae,Bonnemaisonia,Plantae,,True,8.30000019,5.30000019,2022-01-18 09:29:51,present,Bonnemaisoniales,Rhodophyta,Bonnemaisonia asparagoides,Bonnemaisonia asparagoides,[],9.2,193,12.07,34.52,,Eurhodophytina
HumanObservation,Florideophyceae,1477872000000.0,1475280000000.0,2016.0,18.34403,-64.98435,6.0,2016-10,Rhodomelaceae,Laurencia,Plantae,Brewers Bay,True,6.0,6.0,2021-10-20,present,Ceramiales,Rhodophyta,Laurencia,,[],-9.0,160,27.71,34.89,,Eurhodophytina
HumanObservation,Aves,603504000000.0,603504000000.0,1989.0,-33.3342,151.439,0.0,1989-02-15,Scolopacidae,Tringa,Animalia,"Berkeley Creek, Berkeley Vale",True,0.0,0.0,2021-02-12T04:01:07,present,Charadriiformes,Chordata,Tringa nebularia,Tringa nebularia,['ON_LAND'],-4.0,-6014,20.38,35.52,,Vertebrata
Occurrence,Teleostei,540000000000.0,540000000000.0,1987.0,57.8333,10.55,101.0,1987-02-11T07:25:00+00:00,Pleuronectidae,Hippoglossoides,Animalia,,True,101.0,,2011-01-01 00:00:00,present,Pleuronectiformes,Chordata,Hippoglossoides platessoides,Hippoglossoides platessoides,[],98.0,9513,10.45,30.95,False,Vertebrata
HumanObservation,Teleostei,1274054400000.0,1274054400000.0,2010.0,24.5681,-82.9729833,23.5,2010-05-17,Acanthuridae,Acanthurus,Animalia,,True,23.5,23.5,2017-01-15,present,Acanthuriformes,Chordata,Acanthurus bahianus,Acanthurus bahianus,[],20.0,8124,26.67,36.06,False,Vertebrata
MATERIAL_SAMPLE,Bacteroidia,1374796800000.0,1374796800000.0,2013.0,-34.1192,151.2267,100.0,2013-07-26,Porphyromonadaceae,,Bacteria,Port Hacking NRS,,100.0,100.0,,,Bacteroidales,Bacteroidetes,Porphyromonadaceae,,['MARINE_UNSURE'],110.0,6161,20.37,35.54,,
MaterialSample,Flavobacteria,1337817600000.0,1337817600000.0,2012.0,-42.59667,148.23333,50.0,2012-05-24T01:30:00Z,Flavobacteriaceae,,Bacteria,Maria Island,True,50.0,50.0,2022-06-24T02:49:04Z,present,Flavobacteriales,Bacteroidetes,Flavobacteriaceae,,[],85.0,7753,14.65,35.3,,
Occurrence,Teleostei,710640000000.0,710640000000.0,1992.0,43.7753,-59.14,31.5,1992-07-09T18:03:00,Gadidae,Melanogrammus,Animalia,,True,63.0,0.0,2023-11-24 15:33:32,present,Gadiformes,Chordata,Melanogrammus aeglefinus,Melanogrammus aeglefinus,[],142.0,50354,9.64,31.6,False,Vertebrata
Occurrence,Bivalvia,867628800000.0,865123200000.0,1997.0,60.0,2.8333,109.0,1997-06,Thyasiridae,Axinulus,Animalia,o4171,True,,109.0,2008-10-30 00:00:00,present,Lucinida,Mollusca,Axinulus croulinensis,Axinulus croulinensis,[],111.0,118864,10.26,34.94,,
Occurrence,Teleostei,1225324800000.0,1225324800000.0,2008.0,54.3797,11.7205,12.0,2008-10-30T08:47:00,Pleuronectidae,Limanda,Animalia,,True,24.0,0.0,2023-04-05 17:28:04,present,Pleuronectiformes,Chordata,Limanda limanda,Limanda limanda,[],24.4,22416,10.48,9.03,False,Vertebrata
HumanObservation,Teleostei,559958400000.0,559958400000.0,1987.0,-20.2225,116.23583,46.5,1987-09-30T03:58:00Z,Haemulidae,Diagramma,Animalia,Survey Location,True,47.0,46.0,2022-08-26T00:18:43,present,Eupercaria incertae sedis,Chordata,Diagramma pictum,Diagramma pictum,[],47.0,42296,26.54,34.68,False,Vertebrata
Occurrence,Teleostei,779414400000.0,779414400000.0,1994.0,53.7867,-4.1383,49.0,1994-09-13T07:23:00+00:00,Triglidae,Chelidonichthys,Animalia,,True,49.0,,2011-01-01 00:00:00,present,Perciformes,Chordata,Chelidonichthys cuculus,Chelidonichthys cuculus,[],45.4,42256,11.33,33.7,False,Vertebrata
HumanObservation,Ophiuroidea,1336262400000.0,1336262400000.0,2012.0,56.51514,2.0927477184,80.0,2012-05-06,,,Animalia,,True,,80.0,,present,,Echinodermata,Ophiuroidea,,[],83.2,249103,10.62,35.01,,Asterozoa
MaterialSample,Leotiomycetes,1380067200000.0,1380067200000.0,2013.0,50.25,-4.217,10.0,2013-09-25,Ploettnerulaceae,Cadophora,Fungi,,True,10.0,10.0,,,Helotiales,Ascomycota,Cadophora,,[],51.0,6836,12.86,34.79,,Pezizomycotina
MaterialSample,Thermoplasmata,1432684800000.0,1432684800000.0,2015.0,-27.345,153.562,0.0,2015-05-27T14:15:00Z,,,Archaea,North Stradbroke Island,True,0.0,0.0,2022-08-01T08:24:03Z,present,,Euryarchaeota,Thermoplasmata,,[],63.98,5060,23.45,35.4,,
MaterialSample,Alphaproteobacteria,1426118400000.0,1426118400000.0,2015.0,-42.59667,148.23333,50.0,2015-03-12T22:33:00Z,,,Bacteria,Maria Island,True,50.0,50.0,2022-06-23T23:48:45Z,present,,Proteobacteria,Alphaproteobacteria,,[],85.0,7753,14.65,35.3,True,
PreservedSpecimen,Sagittoidea,557452800000.0,557452800000.0,1987.0,34.7,137.068333,10.0,1987-09-01T03:48:00Z,Sagittidae,Sagitta,Animalia,,True,20.0,0.0,2018-12-26T15:00:07+09:00,present,Aphragmophora,Chaetognatha,Sagitta,,[],18.0,2275,20.01,32.58,,
MaterialSample,Alphaproteobacteria,1507507200000.0,1507507200000.0,2017.0,-12.4,130.76805,0.0,2017-10-09T22:27:00Z,Kiloniellaceae,,Bacteria,Darwin,True,0.0,0.0,2022-06-21T21:56:41Z,present,Kiloniellales,Proteobacteria,Kiloniellaceae,,[],20.0,3649,28.52,33.78,,
MATERIAL_SAMPLE,Dinophyceae,1463875200000.0,1463875200000.0,2016.0,-44.5223,-173.5023,73.0,2016-05-22,Gymnodiniaceae,Akashiwo,Chromista,,True,73.0,73.0,,,Gymnodiniales,Myzozoa,Akashiwo,,[],3585.0,188104,13.26,34.93,,Dinozoa
MaterialSample,Thermoplasmata,1492473600000.0,1492473600000.0,2017.0,-34.11923,151.22667,75.0,2017-04-18T14:00:00Z,,,Archaea,Port Hacking,True,75.0,75.0,2022-07-30T18:45:20Z,present,,Euryarchaeota,Thermoplasmata,,[],110.0,6160,20.37,35.54,,
MaterialSample,Malacostraca,1277856000000.0,1272672000000.0,2010.0,57.81779734166667,4.526748013888889,100.0,2010-05/2010-06,Photidae,Photis,Animalia,Yme Gamma,True,100.0,100.0,,present,Amphipoda,Arthropoda,Photis longicaudata,Photis longicaudata,[],94.6,103837,10.37,34.31,False,Crustacea
Occurrence,Dinophyceae,1557619200000.0,1557619200000.0,2019.0,58.275,10.5133,5.0,2019-05-12T00:01:00,Ceratiaceae,Tripos,Chromista,,True,10.0,0.0,2025-05-13 16:20:21,present,Gonyaulacales,Myzozoa,Tripos fusus,Tripos fusus,[],319.8,40431,10.42,29.65,,Dinozoa
Occurrence,Teleostei,445564800000.0,445564800000.0,1984.0,58.0333,11.15,123.0,1984-02-14T10:25:00+00:00,Gadidae,Merlangius,Animalia,,True,123.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Merlangius merlangus,Merlangius merlangus,[],115.6,12349,10.31,28.44,True,Vertebrata
HumanObservation,Teleostei,1087603200000.0,1087603200000.0,2004.0,24.685067,-82.776617,4.8,2004-06-19,Pomacentridae,Stegastes,Animalia,,True,4.8,4.8,2017-01-15,present,Ovalentaria incertae sedis,Chordata,Stegastes variabilis,Stegastes variabilis,[],9.0,4666,26.57,36.11,False,Vertebrata
MaterialSample,Gammaproteobacteria,1385942400000.0,1385942400000.0,2013.0,-34.11923,151.22667,50.0,2013-12-02T12:30:00Z,,,Bacteria,Port Hacking,True,50.0,50.0,2022-07-30T17:18:41Z,present,Pseudomonadales,Proteobacteria,Pseudomonadales,,[],110.0,6160,20.37,35.54,True,
PreservedSpecimen,Oligotrichea,1398816000000.0,1398816000000.0,2014.0,49.278,-23.802,7.5,2014-04-30 17:28:00+01,Dictyocystidae,Dictyocysta,Chromista,,True,10.0,5.0,,present,Choreotrichida,Ciliophora,Dictyocysta,,[],3706.4,972008,13.62,35.49,False,Intramacronucleata
Occurrence,Florideophyceae,1657843200000.0,1657843200000.0,2022.0,58.26123,11.38615,3.9,2022-07-15T00:01:00,,,Plantae,,True,4.4,3.4,2025-05-13 16:20:21,present,,Rhodophyta,Rhodymeniophycidae,,['ON_LAND'],25.0,-3,10.2,27.6,True,Eurhodophytina
Occurrence,Globothalamea,796694400000.0,796694400000.0,1995.0,34.0683,32.7253,129.0,1995-04-01,Globigerinidae,Globigerinatheka,Chromista,,True,,129.0,2005-07-18 00:00:00,present,Rotaliida,Foraminifera,Globigerinatheka,,[],2592.6,58532,22.45,39.21,False,
HumanObservation,Teleostei,1679097600000.0,1679097600000.0,2023.0,-34.10723,114.78933,61.9,2023-03-18T13:31:31Z,Labridae,Pseudolabrus,Animalia,,True,61.9,61.9,2023-11-10T12:23:37,present,Eupercaria incertae sedis,Chordata,Pseudolabrus biserialis,Pseudolabrus biserialis,[],63.0,18603,20.42,35.53,False,Vertebrata
MaterialSample,Dinophyceae,1491955200000.0,1491955200000.0,2017.0,-42.59667,148.23333,10.0,2017-04-12T00:15:00Z,Amphidiniaceae,Amphidinium,Chromista,Maria Island,True,10.0,10.0,2022-06-24T01:50:01Z,present,Amphidiniales,Myzozoa,Amphidinium,,[],85.0,7753,14.65,35.3,True,Dinozoa
HumanObservation,Teleostei,1468368000000.0,1468368000000.0,2016.0,24.55384,-81.35944,20.4,2016-07-13,Scaridae,Scarus,Animalia,,True,20.4,20.4,2017-01-15,present,Eupercaria incertae sedis,Chordata,Scarus iseri,Scarus iseri,[],15.0,8208,26.88,36.03,False,Vertebrata
MaterialSample,Thermoplasmata,1474848000000.0,1474848000000.0,2016.0,-19.30847,147.61842,20.0,2016-09-26T14:33:00Z,,,Archaea,Yongala,True,20.0,20.0,2022-08-01T04:30:53Z,present,,Euryarchaeota,Thermoplasmata,,[],28.42,18574,25.57,35.25,,
HumanObservation,Holothuroidea,964051200000.0,964051200000.0,2000.0,36.7657852173,-122.048843384,634.01,2000-07-20T18:37:00Z,Psolidae,Psolus,Animalia,,True,634.01,634.01,,,Dendrochirotida,Echinodermata,Psolus squamatus,Psolus squamatus,[],862.0,17464,12.78,32.87,False,Echinozoa
MaterialSample,Florideophyceae,1548633600000.0,1538092800000.0,2018.0,35.343153,25.136605,4.0,2018-09-28/2019-01-28,Grateloupiaceae,Grateloupia,Plantae,,True,4.0,4.0,,present,Halymeniales,Rhodophyta,Grateloupia taiwanensis,Grateloupia taiwanensis,[],-1.0,5,20.73,38.59,,Eurhodophytina
HumanObservation,Appendicularia,1266105600000.0,1266105600000.0,2010.0,-27.345,153.562,65.0,2010-02-14T23:30:00,Oikopleuridae,,Animalia,North Stradbroke Island,True,105.0,25.0,2022-05-24 14:17:20,present,Copelata,Chordata,Oikopleuridae,,[],63.98,5060,23.45,35.4,True,Tunicata
Occurrence,Polychaeta,590112000000.0,590112000000.0,1988.0,51.91669911,4.02924022,-0.400000005960464,1988-09-13,Nereididae,Hediste,Animalia,3637_Noordzee_Nederlands kustgebied,True,,-0.400000005960464,2008-10-30 00:00:00,present,Phyllodocida,Annelida,Hediste diversicolor,Hediste diversicolor,[],-0.6,434,12.09,30.25,True,
HumanObservation,Teleostei,1180224000000.0,1180224000000.0,2007.0,52.902116,-131.283116,104.0,2007-05-27T10:03:00,Gadidae,Microgadus,Animalia,,True,115.0,93.0,,present,Gadiformes,Chordata,Microgadus proximus,Microgadus proximus,[],82.0,13513,9.77,31.09,True,Vertebrata
MaterialSample,Thermoplasmata,1619568000000.0,1619568000000.0,2021.0,-42.59667,148.23333,85.0,2021-04-28T00:18:00Z,,,Archaea,Maria Island,True,85.0,85.0,2022-06-24T03:10:00Z,present,,Euryarchaeota,Thermoplasmata,,[],85.0,7753,14.65,35.3,,
HumanObservation,Teleostei,443923200000.0,443923200000.0,1984.0,-40.8733,174.9767,27.0,1984-01-26T17:11+12/1984-01-26T17:56+12,Latridae,Latridopsis,Animalia,,True,34.0,20.0,2014-04-18,present,Centrarchiformes,Chordata,Latridopsis ciliaris,Latridopsis ciliaris,[],32.0,1130,14.91,35.09,False,Vertebrata
Occurrence,Polychaeta,860976000000.0,860976000000.0,1997.0,54.08202,-4.806995,30.0,1997-04-14,Sabellidae,,Animalia,,True,30.0,,2022-01-18 09:29:51,present,Sabellida,Annelida,Sabellidae,,[],32.0,1592,11.3,34.03,False,
Occurrence,Teleostei,1353196800000.0,1353196800000.0,2012.0,58.7138,-7.7417,120.0,2012-11-18T15:12:00,Scophthalmidae,Lepidorhombus,Animalia,,True,240.0,0.0,2023-11-24 15:33:32,present,Pleuronectiformes,Chordata,Lepidorhombus whiffiagonis,Lepidorhombus whiffiagonis,[],249.8,47945,11.14,35.37,False,Vertebrata
HumanObservation,Copepoda,,,,54.703,-48.222,7.5,,,,Animalia,,True,10.0,5.0,2024-12-19 17:31:49.047,,Calanoida,Arthropoda,Calanoida,,[],3790.0,501768,6.46,34.48,True,Crustacea
MATERIAL_SAMPLE,Polycystina,1465084800000.0,1465084800000.0,2016.0,-29.499,-169.9957,115.0,2016-06-05,Coccodiscidae,Didymocyrtis,Chromista,GOSHIP_P15 S,True,115.0,115.0,,,Spumellaria,Radiozoa,Didymocyrtis,,[],4832.0,761665,21.47,35.56,,
Occurrence,Teleostei,1131062400000.0,1131062400000.0,2005.0,51.117,-9.276,58.0,2005-11-04T15:06:00,Soleidae,Microchirus,Animalia,,True,116.0,0.0,2025-05-13 16:20:21,present,Pleuronectiformes,Chordata,Microchirus variegatus,Microchirus variegatus,[],113.8,37529,12.58,35.07,False,Vertebrata
Occurrence,Teleostei,522547200000.0,522547200000.0,1986.0,44.05,-58.75,27.0,1986-07-24T08:35:00,Gadidae,Gadus,Animalia,,True,54.0,0.0,2023-11-24 15:33:32,present,Gadiformes,Chordata,Gadus morhua,Gadus morhua,[],109.0,71148,9.27,31.72,True,Vertebrata
HumanObservation,Copepoda,824342400000.0,824342400000.0,1996.0,40.49,-68.45,24.5,1996-02-15T04:15:00Z,Paracalanidae,Paracalanus,Animalia,,True,37.0,12.0,,present,Calanoida,Arthropoda,Paracalanus,,[],91.0,153145,13.48,33.12,False,Crustacea
HumanObservation,Teleostei,1009756800000.0,978307200000.0,2001.0,-16.9,-39.04,4.0,2001,Blenniidae,Ophioblennius,Animalia,c2,True,6.0,2.0,,presence,Blenniiformes,Chordata,Ophioblennius trinitatis,Ophioblennius trinitatis,[],5.0,7534,25.93,36.87,False,Vertebrata
MaterialSample,Oligotrichea,1540857600000.0,1540857600000.0,2018.0,-12.4,130.76805,0.0,2018-10-30T22:56:00Z,Strombidiidae,Strombidium,Chromista,Darwin,True,0.0,0.0,2022-06-21T21:59:17Z,present,Oligotrichida,Ciliophora,Strombidium,,[],20.0,3649,28.52,33.78,True,Intramacronucleata
Occurrence,Teleostei,885945600000.0,885945600000.0,1998.0,60.7833,2.7,125.0,1998-01-28T09:08:00+00:00,Gadidae,Melanogrammus,Animalia,,True,125.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Melanogrammus aeglefinus,Melanogrammus aeglefinus,[],122.0,101049,10.2,35.18,False,Vertebrata
Occurrence,Bacillariophyceae,1244419200000.0,1244419200000.0,2009.0,40.60905,0.656149965,3.0,2009-06-08,Thalassionemataceae,Thalassionema,Chromista,Alfacs Bay,True,6.0,0.0,2023-04-05 17:28:04,present,Thalassionematales,Heterokontophyta,Thalassionema nitzschioides,Thalassionema nitzschioides,[],6.4,1723,19.15,36.84,,Bacillariophytina
HumanObservation,Teleostei,724377600000.0,724377600000.0,1992.0,-49.5162,168.5787,704.0,1992-12-15T08:56+12/1992-12-15T09:44+12,Macrouridae,Coelorinchus,Animalia,,True,705.0,703.0,2014-04-18,present,Gadiformes,Chordata,Coelorinchus oliverianus,Coelorinchus oliverianus,[],696.0,194360,9.11,34.37,False,Vertebrata
Occurrence,Teleostei,1121817600000.0,1121817600000.0,2005.0,59.2667,-0.3167,142.0,2005-07-20T06:49:00+00:00,Pleuronectidae,Hippoglossoides,Animalia,,True,142.0,,2011-01-01 00:00:00,present,Pleuronectiformes,Chordata,Hippoglossoides platessoides,Hippoglossoides platessoides,[],135.4,78422,10.09,35.21,False,Vertebrata
HumanObservation,Malacostraca,1222905600000.0,1222905600000.0,2008.0,27.7953491211,-175.866546631,1.5,2008-10-02T12:00:00Z,Diogenidae,Calcinus,Animalia,,True,2.0,1.0,,,Decapoda,Arthropoda,Calcinus,,[],8.0,64,24.26,35.3,False,Crustacea
HumanObservation,Copepoda,-90633600000.0,-90633600000.0,1967.0,-2.3333,60.0,75.0,1967-02-17T02:19:48Z,Acartiidae,Acartia,Animalia,,True,100.0,50.0,,present,Calanoida,Arthropoda,Acartia (Acartia) negligens,Acartia (Acartia) negligens,[],3650.0,504295,28.9,35.3,False,Crustacea
MATERIAL_SAMPLE,Dinophyceae,1403222400000.0,1403222400000.0,2014.0,64.2083,-22.015,20.0,2014-06-20,,,Chromista,North Atlantic Ocean,True,20.0,20.0,,,Noctilucales,Myzozoa,Noctilucales,,[],38.4,4437,7.41,34.9,,Dinozoa
PreservedSpecimen,Polychaeta,1189900800000.0,1189900800000.0,2007.0,-25.5461,-48.4275,8.0,2007-09-16T00:00:00Z,Magelonidae,Magelona,Animalia,Canal de Cotinga,True,8.0,,,,,Annelida,Magelona variolamellata,Magelona variolamellata,[],12.0,16,22.74,35.18,False,
Occurrence,Ostracoda,216172800000.0,216172800000.0,1976.0,36.5,21.98333333333333,25.0,1976-11-07,Halocyprididae,Conchoecia,Animalia,,True,50.0,0.0,2009-12-08 19:34:00,present,Halocyprida,Arthropoda,Conchoecia,,[],2322.4,20774,20.8,37.91,,Crustacea
HumanObservation,Globothalamea,1604880000000.0,1604880000000.0,2020.0,10.3289516,-117.19744685,1.5,2020-11-09T14:13:00,Cassidulinidae,Globocassidulina,Chromista,,True,2.0,1.0,,present,Rotaliida,Foraminifera,Globocassidulina subglobosa,Globocassidulina subglobosa,[],4277.0,871086,27.72,33.48,False,
MATERIAL_SAMPLE,Alphaproteobacteria,1496188800000.0,1496188800000.0,2017.0,42.487,3.17,3.0,2017-05-31,Xanthobacteraceae,,Bacteria,,,3.0,3.0,,,Rhizobiales,Proteobacteria,Xanthobacteraceae,,['MARINE_UNSURE'],52.2,1614,16.96,37.67,,
HumanObservation,Dinophyceae,,,,5.6483,0.4933,7.5,,Ceratiaceae,Tripos,Chromista,,True,10.0,5.0,2024-12-19 17:27:59.033,,Gonyaulacales,Myzozoa,Tripos vultur,Tripos vultur,[],35.0,15276,26.95,33.75,,Dinozoa
Occurrence,Holocephali,1158105600000.0,1158105600000.0,2006.0,55.3438,-9.9788,263.5,2006-09-13T10:30:00,Chimaeridae,Chimaera,Animalia,,True,527.0,0.0,2023-04-05 17:28:04,present,Chimaeriformes,Chordata,Chimaera monstrosa,Chimaera monstrosa,[],532.2,97078,12.08,35.41,False,Vertebrata
PreservedSpecimen,Malacostraca,553651200000.0,553651200000.0,1987.0,52.175,1.8367,7.5,1987-07-19 02:31:00+01,,,Animalia,,True,10.0,5.0,,present,Decapoda,Arthropoda,Decapoda,,[],33.4,14663,11.87,34.27,True,Crustacea
Occurrence,Dinophyceae,644025600000.0,644025600000.0,1990.0,58.3367,11.1583,14.0,1990-05-30,Peridiniaceae,,Chromista,,True,,14.0,2007-09-19 00:00:00,present,Peridiniales,Myzozoa,Peridiniaceae,,[],52.0,2484,10.3,28.28,True,Dinozoa
Occurrence,Cephalopoda,1417219200000.0,1417219200000.0,2014.0,56.627,-7.61,105.0,2014-11-29T14:08:00,Ommastrephidae,,Animalia,,True,210.0,0.0,2023-11-24 15:33:32,present,Oegopsida,Mollusca,Ommastrephidae,,[],209.6,16873,11.12,35.1,False,
Human observation,Malacostraca,1162339200000.0,1162339200000.0,2006.0,54.72,-55.9,328.5,2006-11-01,Crangonidae,Argis,Animalia,NAFO area 2J,True,334.0,323.0,2013-03-23T18:00:000Z,,Decapoda,Arthropoda,Argis dentata,Argis dentata,[],321.0,68145,1.93,32.29,False,Crustacea
Occurrence,Teleostei,444960000000.0,444960000000.0,1984.0,56.3333,11.9667,31.0,1984-02-07T07:15:00+00:00,Clupeidae,Clupea,Animalia,,True,31.0,,2011-01-01 00:00:00,present,Clupeiformes,Chordata,Clupea harengus,Clupea harengus,[],30.6,21621,10.41,21.07,True,Vertebrata
MachineObservation,Teleostei,333417600000.0,333417600000.0,1980.0,-19.75,115.75,111.0,1980-07-26,Trichiuridae,,Animalia,,True,111.0,111.0,2023-10-27 00:01:12,present,Scombriformes,Chordata,Trichiuridae,,[],122.0,71764,26.82,34.93,True,Vertebrata
Occurrence,Teleostei,634089600000.0,634089600000.0,1990.0,54.8333,2.2167,24.0,1990-02-04T06:20:00+00:00,Trachinidae,Echiichthys,Animalia,,True,24.0,,2011-01-01 00:00:00,present,Perciformes,Chordata,Echiichthys vipera,Echiichthys vipera,[],21.8,168216,10.91,34.77,False,Vertebrata
MaterialSample,Dinophyceae,1464998400000.0,1464998400000.0,2016.0,-31.48955,-169.97893,26.7,2016-06-04T13:46:32Z,,,Chromista,7635,True,26.7,26.7,2022-08-03T07:15:51Z,present,Syndiniales,Myzozoa,Syndiniales,,[],5491.0,794986,20.24,35.57,True,Dinozoa
HumanObservation,Aves,1409356800000.0,1409356800000.0,2014.0,-10.7083,142.508,0.0,2014-08-30 10:30:00,Scolopacidae,Limosa,Animalia,Bamaga: Big Creek estuary and coast to the east.10 42S 142 30E 1' Cell,True,0.0,0.0,2021-02-12T04:35:06,present,Charadriiformes,Chordata,Limosa lapponica,Limosa lapponica,[],4.98,264,27.27,34.75,,Vertebrata
MATERIAL_SAMPLE,Deltaproteobacteria,1481673600000.0,1481673600000.0,2016.0,-34.0694,151.111,3.0,2016-12-14,,,Bacteria,NSW,,3.0,3.0,,,Desulfarculales,Proteobacteria,Desulfarculales,,"['MARINE_UNSURE', 'ON_LAND']",-12.0,-4135,20.26,35.53,,
MaterialSample,Thermoplasmata,1435622400000.0,1435622400000.0,2015.0,-32.0,115.41667,47.0,2015-06-30T15:46:00Z,,,Archaea,Rottnest Island,True,47.0,47.0,2022-08-01T06:11:54Z,present,,Euryarchaeota,Thermoplasmata,,[],43.0,3903,20.89,35.53,,
Occurrence,Teleostei,911692800000.0,911692800000.0,1998.0,53.7167,-5.6333,90.0,1998-11-22T07:08:00+00:00,Gadidae,Merlangius,Animalia,,True,90.0,,2011-01-01 00:00:00,present,Gadiformes,Chordata,Merlangius merlangus,Merlangius merlangus,[],90.0,27630,11.51,34.25,True,Vertebrata
Occurrence,Bivalvia,1501891200000.0,1501891200000.0,2017.0,51.6549,-8.50955,24.0,2017-08-05,Lasaeidae,Tellimya,Animalia,,True,24.0,24.0,2021-10-15 10:05:31,present,Galeommatida,Mollusca,Tellimya ferruginosa,Tellimya ferruginosa,[],23.4,1396,12.29,34.61,,
PreservedSpecimen,Holothuroidea,860371200000.0,860371200000.0,1997.0,48.84826386,-16.53016167,4843.0,1997-04-07T10:02:00Z/1997-04-07T11:54:00Z,Elpidiidae,Kolga,Animalia,Porcupine Abyssal Plain - Sustained Observatory,True,4844.0,4842.0,,present,Elasipodida,Echinodermata,Kolga nana,Kolga nana,[],4847.4,534644,14.2,35.63,False,Echinozoa
HumanObservation,Hexacorallia,1288396800000.0,1288396800000.0,2010.0,22.2211303711,-159.591690063,38.0,2010-10-30T12:00:00Z,Acroporidae,Montipora,Animalia,REGION: MHI; ISLAND: Kauai,True,38.0,38.0,,,Scleractinia,Cnidaria,Montipora patula,Montipora patula,[],7.0,539,25.32,35.14,,Anthozoa
